product_id,author,text,rating,sentiment,marketplace,created_at
64,Hannah34,Absolutely love this product! My skin has never felt better.,5,positive,JD,2026-03-17
64,Tina56,Complete waste of money. No visible effect whatsoever.,1,negative,JD,2026-03-09
64,Victor36,Neutral experience. Might try a different brand next time.,3,neutral,JD,2026-01-15
64,Zoe29,Five stars without hesitation. My go-to now.,5,positive,JD,2026-03-10
64,Fiona95,Really good product overall. Minor packaging issues but the formula is great.,4,positive,JD,2026-01-15
64,Julia36,It did what it promised but I expected more.,3,neutral,JD,2026-02-10
65,Sam10,Packaging broke on arrival. Product itself is average.,2,negative,Facebook Marketplace,2026-01-14
65,Priya74,Absolutely love this product! My skin has never felt better.,5,positive,Facebook Marketplace,2026-03-04
65,Priya99,Really good product overall. Minor packaging issues but the formula is great.,4,positive,Facebook Marketplace,2026-03-07
65,Clara81,Really good product overall. Minor packaging issues but the formula is great.,4,positive,Facebook Marketplace,2026-04-07
65,George26,Neutral experience. Might try a different brand next time.,3,neutral,Facebook Marketplace,2026-02-15
65,Clara12,Exceeded my expectations — the quality is outstanding.,5,positive,Facebook Marketplace,2026-04-04
65,Wendy68,Good value for money. Delivery was fast too.,4,positive,Facebook Marketplace,2026-03-24
66,Julia67,"Decent, but I've used better products at this price point.",3,neutral,Temu,2026-02-25
66,Wendy18,Average product. Works fine but nothing special.,3,neutral,Temu,2026-03-08
66,Marcus32,Best purchase I've made this year. Highly recommend!,5,positive,Temu,2026-01-18
66,Ivan24,Five stars without hesitation. My go-to now.,5,positive,Temu,2026-01-27
66,George76,Really good product overall. Minor packaging issues but the formula is great.,4,positive,Temu,2026-02-15
66,Victor79,"Happy with the results, though it took a few weeks to notice the difference.",4,positive,Temu,2026-03-10
66,Oscar92,Really good product overall. Minor packaging issues but the formula is great.,4,positive,Temu,2026-02-15
66,Alice39,I've been using it for 3 weeks and the results are amazing.,5,positive,Temu,2026-04-01
67,Uma34,I've been using it for 3 weeks and the results are amazing.,5,positive,Temu,2026-03-17
67,Yuki45,This is a game-changer. Will definitely repurchase.,5,positive,Temu,2026-01-11
67,Oscar96,Five stars without hesitation. My go-to now.,5,positive,Temu,2026-01-20
67,Marcus34,Terrible experience. Product arrived damaged and smelled off.,1,negative,Temu,2026-02-18
67,Quinn17,Neutral experience. Might try a different brand next time.,3,neutral,Temu,2026-02-28
68,Ben28,Best purchase I've made this year. Highly recommend!,5,positive,JD,2026-03-09
68,Emma55,Did not work as advertised for my skin type.,2,negative,JD,2026-01-15
68,Nina91,Best purchase I've made this year. Highly recommend!,5,positive,JD,2026-01-15
68,Quinn91,Absolutely love this product! My skin has never felt better.,5,positive,JD,2026-03-15
68,Uma33,Absolutely love this product! My skin has never felt better.,5,positive,JD,2026-03-26
69,George33,Five stars without hesitation. My go-to now.,5,positive,Temu,2026-02-22
69,Emma45,I've been using it for 3 weeks and the results are amazing.,5,positive,Temu,2026-02-22
69,Quinn88,"Happy with the results, though it took a few weeks to notice the difference.",4,positive,Temu,2026-03-14
69,David84,Really good product overall. Minor packaging issues but the formula is great.,4,positive,Temu,2026-03-17
69,George46,This is a game-changer. Will definitely repurchase.,5,positive,Temu,2026-03-18
69,Xiao22,This is a game-changer. Will definitely repurchase.,5,positive,Temu,2026-03-14
69,Priya56,Would not recommend to someone with sensitive skin.,2,negative,Temu,2026-02-01
70,Emma13,Really good product overall. Minor packaging issues but the formula is great.,4,positive,Taobao,2026-01-15
70,Priya96,It's okay. Not as impressive as I hoped but does the job.,3,neutral,Taobao,2026-01-31
71,Ben68,Nice texture and smell. Skin feels hydrated all day.,4,positive,Taobao,2026-03-22
71,Nina44,Really good product overall. Minor packaging issues but the formula is great.,4,positive,Taobao,2026-04-08
71,Alice50,Nice texture and smell. Skin feels hydrated all day.,4,positive,Taobao,2026-03-23
72,Zoe45,Five stars without hesitation. My go-to now.,5,positive,Facebook Marketplace,2026-03-20
72,Ben72,Absolutely love this product! My skin has never felt better.,5,positive,Facebook Marketplace,2026-01-16
72,Clara50,Would not recommend to someone with sensitive skin.,2,negative,Facebook Marketplace,2026-02-16
72,Nina56,Disappointed with this. Caused slight irritation after a week of use.,2,negative,Facebook Marketplace,2026-02-28
73,Wendy13,Really good product overall. Minor packaging issues but the formula is great.,4,positive,Facebook Marketplace,2026-04-01
73,Uma66,Average product. Works fine but nothing special.,3,neutral,Facebook Marketplace,2026-01-09
73,Uma49,Works as described. Would buy again.,4,positive,Facebook Marketplace,2026-03-23
73,Fiona41,I've been using it for 3 weeks and the results are amazing.,5,positive,Facebook Marketplace,2026-04-02
73,Tina97,It did what it promised but I expected more.,3,neutral,Facebook Marketplace,2026-02-18
73,Xiao27,Works as described. Would buy again.,4,positive,Facebook Marketplace,2026-01-31
73,Kevin46,Average product. Works fine but nothing special.,3,neutral,Facebook Marketplace,2026-01-19
73,Fiona60,Nice texture and smell. Skin feels hydrated all day.,4,positive,Facebook Marketplace,2026-03-23
74,Clara22,Good value for money. Delivery was fast too.,4,positive,Shopee,2026-01-16
74,Hannah70,Best purchase I've made this year. Highly recommend!,5,positive,Shopee,2026-03-27
74,Zoe86,Disappointed with this. Caused slight irritation after a week of use.,2,negative,Shopee,2026-01-09
74,Tina58,Best purchase I've made this year. Highly recommend!,5,positive,Shopee,2026-02-28
74,Emma81,It's okay. Not as impressive as I hoped but does the job.,3,neutral,Shopee,2026-03-24
74,Fiona74,Exceeded my expectations — the quality is outstanding.,5,positive,Shopee,2026-02-21
74,Emma21,The formula feels too heavy for daily use.,2,negative,Shopee,2026-03-17
74,Ivan24,Works as described. Would buy again.,4,positive,Shopee,2026-01-14
75,Ben93,I've been using it for 3 weeks and the results are amazing.,5,positive,Taobao,2026-03-07
76,Wendy48,Works as described. Would buy again.,4,positive,Taobao,2026-03-25
76,Yuki95,It did what it promised but I expected more.,3,neutral,Taobao,2026-03-29
76,Kevin33,Average product. Works fine but nothing special.,3,neutral,Taobao,2026-02-01
77,Xiao88,Nice texture and smell. Skin feels hydrated all day.,4,positive,Facebook Marketplace,2026-02-07
77,Quinn12,It did what it promised but I expected more.,3,neutral,Facebook Marketplace,2026-03-23
77,Clara44,Nice texture and smell. Skin feels hydrated all day.,4,positive,Facebook Marketplace,2026-03-10
77,Tina92,Best purchase I've made this year. Highly recommend!,5,positive,Facebook Marketplace,2026-03-07
77,Alice30,Neutral experience. Might try a different brand next time.,3,neutral,Facebook Marketplace,2026-02-02
77,Oscar39,Good value for money. Delivery was fast too.,4,positive,Facebook Marketplace,2026-02-06
78,Wendy76,It's okay. Not as impressive as I hoped but does the job.,3,neutral,JD,2026-01-19
78,Marcus31,Nice texture and smell. Skin feels hydrated all day.,4,positive,JD,2026-01-16
78,Ben94,"Happy with the results, though it took a few weeks to notice the difference.",4,positive,JD,2026-03-23
78,Uma94,I've been using it for 3 weeks and the results are amazing.,5,positive,JD,2026-02-15
79,Wendy64,Exceeded my expectations — the quality is outstanding.,5,positive,Facebook Marketplace,2026-01-19
79,Nina26,Exceeded my expectations — the quality is outstanding.,5,positive,Facebook Marketplace,2026-02-05
79,Lena96,Good value for money. Delivery was fast too.,4,positive,Facebook Marketplace,2026-03-01
79,Quinn60,Works as described. Would buy again.,4,positive,Facebook Marketplace,2026-03-24
79,Nina66,Nice texture and smell. Skin feels hydrated all day.,4,positive,Facebook Marketplace,2026-03-03
79,Emma74,Average product. Works fine but nothing special.,3,neutral,Facebook Marketplace,2026-03-12
80,Ben72,Really good product overall. Minor packaging issues but the formula is great.,4,positive,Temu,2026-02-21
80,Nina13,Good value for money. Delivery was fast too.,4,positive,Temu,2026-02-18
80,Clara24,Really good product overall. Minor packaging issues but the formula is great.,4,positive,Temu,2026-03-19
80,Emma33,Best purchase I've made this year. Highly recommend!,5,positive,Temu,2026-01-20
80,Nina96,This is a game-changer. Will definitely repurchase.,5,positive,Temu,2026-01-16
81,Fiona10,Really good product overall. Minor packaging issues but the formula is great.,4,positive,JD,2026-03-11
81,Ivan97,Exceeded my expectations — the quality is outstanding.,5,positive,JD,2026-02-22
81,George84,"Decent, but I've used better products at this price point.",3,neutral,JD,2026-02-14
82,Wendy55,Average product. Works fine but nothing special.,3,neutral,Shopee,2026-01-20
82,Uma48,Average product. Works fine but nothing special.,3,neutral,Shopee,2026-02-07
82,Lena14,Allergic reaction after two uses. Returned immediately.,1,negative,Shopee,2026-03-13
82,Wendy87,Did not work as advertised for my skin type.,2,negative,Shopee,2026-01-09
82,Uma60,Absolutely love this product! My skin has never felt better.,5,positive,Shopee,2026-02-13
83,David90,Nice texture and smell. Skin feels hydrated all day.,4,positive,JD,2026-03-24
83,Ben14,Exceeded my expectations — the quality is outstanding.,5,positive,JD,2026-02-18
83,Wendy18,Did not work as advertised for my skin type.,2,negative,JD,2026-01-16
83,Oscar17,The formula feels too heavy for daily use.,2,negative,JD,2026-03-28
83,Clara23,It's okay. Not as impressive as I hoped but does the job.,3,neutral,JD,2026-03-21
83,Marcus61,Absolutely love this product! My skin has never felt better.,5,positive,JD,2026-03-29
83,Hannah86,"Decent, but I've used better products at this price point.",3,neutral,JD,2026-01-10
84,Wendy98,It did what it promised but I expected more.,3,neutral,Taobao,2026-03-26
84,Sam82,Neutral experience. Might try a different brand next time.,3,neutral,Taobao,2026-03-28
84,Kevin30,Absolutely love this product! My skin has never felt better.,5,positive,Taobao,2026-03-08
84,Ben73,Did not work as advertised for my skin type.,2,negative,Taobao,2026-01-09
85,Yuki88,Would not recommend to someone with sensitive skin.,2,negative,Shopee,2026-02-02
85,Julia29,Neutral experience. Might try a different brand next time.,3,neutral,Shopee,2026-02-09
86,Clara55,Absolutely love this product! My skin has never felt better.,5,positive,Temu,2026-02-15
86,Quinn79,It's okay. Not as impressive as I hoped but does the job.,3,neutral,Temu,2026-02-13
87,Emma52,Would not recommend to someone with sensitive skin.,2,negative,JD,2026-03-30
87,Tina83,It did what it promised but I expected more.,3,neutral,JD,2026-02-26
87,Marcus18,I've been using it for 3 weeks and the results are amazing.,5,positive,JD,2026-02-27
88,Tina65,Exceeded my expectations — the quality is outstanding.,5,positive,JD,2026-02-27
88,Fiona99,Would not recommend to someone with sensitive skin.,2,negative,JD,2026-01-21
88,Ben40,"Happy with the results, though it took a few weeks to notice the difference.",4,positive,JD,2026-02-13
88,Rosa47,Disappointed with this. Caused slight irritation after a week of use.,2,negative,JD,2026-04-08
88,George73,It did what it promised but I expected more.,3,neutral,JD,2026-03-20
88,Lena19,Absolutely love this product! My skin has never felt better.,5,positive,JD,2026-03-14
89,Alice59,Average product. Works fine but nothing special.,3,neutral,Shopee,2026-03-08
89,Victor45,Five stars without hesitation. My go-to now.,5,positive,Shopee,2026-03-29
89,Clara37,Nice texture and smell. Skin feels hydrated all day.,4,positive,Shopee,2026-02-16
89,Priya23,"Decent, but I've used better products at this price point.",3,neutral,Shopee,2026-03-22
89,David86,Best purchase I've made this year. Highly recommend!,5,positive,Shopee,2026-03-30
89,Victor98,Average product. Works fine but nothing special.,3,neutral,Shopee,2026-02-20
90,Nina69,Works as described. Would buy again.,4,positive,Facebook Marketplace,2026-01-30
90,Hannah64,Average product. Works fine but nothing special.,3,neutral,Facebook Marketplace,2026-03-27
90,Julia83,Exceeded my expectations — the quality is outstanding.,5,positive,Facebook Marketplace,2026-03-31
90,Zoe71,Absolutely love this product! My skin has never felt better.,5,positive,Facebook Marketplace,2026-02-24
91,Sam49,Packaging broke on arrival. Product itself is average.,2,negative,Temu,2026-01-20
91,Sam54,This is a game-changer. Will definitely repurchase.,5,positive,Temu,2026-02-12
91,Xiao60,Neutral experience. Might try a different brand next time.,3,neutral,Temu,2026-01-09
91,Priya10,Broke out badly after using this. Not for sensitive skin.,1,negative,Temu,2026-01-17
91,Nina77,It did what it promised but I expected more.,3,neutral,Temu,2026-04-02
91,Nina31,This is a game-changer. Will definitely repurchase.,5,positive,Temu,2026-02-25
91,Emma35,Exceeded my expectations — the quality is outstanding.,5,positive,Temu,2026-02-01
91,David67,Good value for money. Delivery was fast too.,4,positive,Temu,2026-02-05
92,Zoe20,Neutral experience. Might try a different brand next time.,3,neutral,JD,2026-03-04
92,Priya94,Disappointed with this. Caused slight irritation after a week of use.,2,negative,JD,2026-02-27
92,George28,I've been using it for 3 weeks and the results are amazing.,5,positive,JD,2026-03-23
92,Wendy74,It's okay. Not as impressive as I hoped but does the job.,3,neutral,JD,2026-01-25
92,Clara48,Good value for money. Delivery was fast too.,4,positive,JD,2026-03-09
92,Oscar24,Exceeded my expectations — the quality is outstanding.,5,positive,JD,2026-04-03
93,Wendy83,Terrible experience. Product arrived damaged and smelled off.,1,negative,Taobao,2026-03-30
93,Priya47,It did what it promised but I expected more.,3,neutral,Taobao,2026-01-16
93,Kevin29,Complete waste of money. No visible effect whatsoever.,1,negative,Taobao,2026-02-06
93,Ben32,It did what it promised but I expected more.,3,neutral,Taobao,2026-02-28
93,Victor30,Absolutely love this product! My skin has never felt better.,5,positive,Taobao,2026-03-20
94,Priya92,Five stars without hesitation. My go-to now.,5,positive,Shopee,2026-03-15
94,Sam83,I've been using it for 3 weeks and the results are amazing.,5,positive,Shopee,2026-03-11
94,Xiao22,I've been using it for 3 weeks and the results are amazing.,5,positive,Shopee,2026-02-01
95,Nina19,"Decent, but I've used better products at this price point.",3,neutral,Taobao,2026-02-10
95,Uma30,Exceeded my expectations — the quality is outstanding.,5,positive,Taobao,2026-03-08
95,Ivan96,Exceeded my expectations — the quality is outstanding.,5,positive,Taobao,2026-04-07
95,George19,Five stars without hesitation. My go-to now.,5,positive,Taobao,2026-02-12
96,Wendy39,Works as described. Would buy again.,4,positive,Temu,2026-03-31
96,Julia62,The formula feels too heavy for daily use.,2,negative,Temu,2026-01-20
96,Clara40,It's okay. Not as impressive as I hoped but does the job.,3,neutral,Temu,2026-01-30
96,Clara46,Good value for money. Delivery was fast too.,4,positive,Temu,2026-03-13
96,Alice64,"Decent, but I've used better products at this price point.",3,neutral,Temu,2026-01-26
96,Quinn97,Good value for money. Delivery was fast too.,4,positive,Temu,2026-04-08
97,Kevin14,"Happy with the results, though it took a few weeks to notice the difference.",4,positive,Facebook Marketplace,2026-04-04
97,Priya95,Best purchase I've made this year. Highly recommend!,5,positive,Facebook Marketplace,2026-01-24
97,Rosa73,"Happy with the results, though it took a few weeks to notice the difference.",4,positive,Facebook Marketplace,2026-02-19
97,Yuki61,"Decent, but I've used better products at this price point.",3,neutral,Facebook Marketplace,2026-02-27
97,David12,This is a game-changer. Will definitely repurchase.,5,positive,Facebook Marketplace,2026-01-28
97,Alice97,"Happy with the results, though it took a few weeks to notice the difference.",4,positive,Facebook Marketplace,2026-01-15
98,Tina25,It's okay. Not as impressive as I hoped but does the job.,3,neutral,JD,2026-03-25
98,Uma34,Complete waste of money. No visible effect whatsoever.,1,negative,JD,2026-03-07
98,Clara79,Would not recommend to someone with sensitive skin.,2,negative,JD,2026-02-21
98,Priya35,Good value for money. Delivery was fast too.,4,positive,JD,2026-01-28
99,Fiona42,Broke out badly after using this. Not for sensitive skin.,1,negative,JD,2026-03-18
99,Yuki84,It's okay. Not as impressive as I hoped but does the job.,3,neutral,JD,2026-04-07
99,Uma42,Good value for money. Delivery was fast too.,4,positive,JD,2026-03-20
99,Oscar38,Best purchase I've made this year. Highly recommend!,5,positive,JD,2026-02-12
99,Uma60,This is a game-changer. Will definitely repurchase.,5,positive,JD,2026-03-07
99,Xiao65,Best purchase I've made this year. Highly recommend!,5,positive,JD,2026-01-27
99,Clara73,Did not work as advertised for my skin type.,2,negative,JD,2026-03-08
99,Fiona34,I've been using it for 3 weeks and the results are amazing.,5,positive,JD,2026-03-12
100,Victor59,Five stars without hesitation. My go-to now.,5,positive,Facebook Marketplace,2026-01-23
100,David38,Really good product overall. Minor packaging issues but the formula is great.,4,positive,Facebook Marketplace,2026-02-14
100,Tina52,Really good product overall. Minor packaging issues but the formula is great.,4,positive,Facebook Marketplace,2026-02-24
100,Clara15,Would not recommend to someone with sensitive skin.,2,negative,Facebook Marketplace,2026-01-28
100,Quinn52,I've been using it for 3 weeks and the results are amazing.,5,positive,Facebook Marketplace,2026-02-01
100,Emma95,Neutral experience. Might try a different brand next time.,3,neutral,Facebook Marketplace,2026-03-29
100,Lena23,Neutral experience. Might try a different brand next time.,3,neutral,Facebook Marketplace,2026-03-13
100,Ivan19,It's okay. Not as impressive as I hoped but does the job.,3,neutral,Facebook Marketplace,2026-01-28
101,Xiao77,Neutral experience. Might try a different brand next time.,3,neutral,Taobao,2026-03-10
101,Kevin66,Really good product overall. Minor packaging issues but the formula is great.,4,positive,Taobao,2026-02-14
101,Ben92,Absolutely love this product! My skin has never felt better.,5,positive,Taobao,2026-03-27
101,Quinn30,It's okay. Not as impressive as I hoped but does the job.,3,neutral,Taobao,2026-02-28
101,Victor68,"Decent, but I've used better products at this price point.",3,neutral,Taobao,2026-02-11
101,Quinn49,Did not work as advertised for my skin type.,2,negative,Taobao,2026-03-04
102,Clara39,Did not work as advertised for my skin type.,2,negative,Shopee,2026-04-06
102,Yuki30,"Decent, but I've used better products at this price point.",3,neutral,Shopee,2026-03-16
102,Tina93,Allergic reaction after two uses. Returned immediately.,1,negative,Shopee,2026-03-07
103,Xiao70,Absolutely love this product! My skin has never felt better.,5,positive,Facebook Marketplace,2026-02-13
103,Rosa29,Nice texture and smell. Skin feels hydrated all day.,4,positive,Facebook Marketplace,2026-01-27
103,Kevin82,It's okay. Not as impressive as I hoped but does the job.,3,neutral,Facebook Marketplace,2026-03-26
103,Ben56,It did what it promised but I expected more.,3,neutral,Facebook Marketplace,2026-03-10
103,George12,Five stars without hesitation. My go-to now.,5,positive,Facebook Marketplace,2026-03-04
103,Uma32,Absolutely love this product! My skin has never felt better.,5,positive,Facebook Marketplace,2026-01-27
104,Oscar62,Nice texture and smell. Skin feels hydrated all day.,4,positive,Taobao,2026-02-23
104,Rosa64,Good value for money. Delivery was fast too.,4,positive,Taobao,2026-02-20
104,Fiona68,Exceeded my expectations — the quality is outstanding.,5,positive,Taobao,2026-02-25
104,Tina30,I've been using it for 3 weeks and the results are amazing.,5,positive,Taobao,2026-03-05
104,Victor98,Nice texture and smell. Skin feels hydrated all day.,4,positive,Taobao,2026-03-31
104,Tina22,Absolutely love this product! My skin has never felt better.,5,positive,Taobao,2026-01-22
104,Alice88,Exceeded my expectations — the quality is outstanding.,5,positive,Taobao,2026-01-22
104,Yuki89,Good value for money. Delivery was fast too.,4,positive,Taobao,2026-01-21
105,Wendy79,Absolutely love this product! My skin has never felt better.,5,positive,Shopee,2026-03-23
105,Xiao26,Nice texture and smell. Skin feels hydrated all day.,4,positive,Shopee,2026-03-31
105,Lena33,Average product. Works fine but nothing special.,3,neutral,Shopee,2026-04-02
105,Julia34,Would not recommend to someone with sensitive skin.,2,negative,Shopee,2026-02-09
106,Nina86,The formula feels too heavy for daily use.,2,negative,Facebook Marketplace,2026-02-18
106,Tina59,It did what it promised but I expected more.,3,neutral,Facebook Marketplace,2026-02-03
106,Lena90,Really good product overall. Minor packaging issues but the formula is great.,4,positive,Facebook Marketplace,2026-03-07
106,Ben75,Best purchase I've made this year. Highly recommend!,5,positive,Facebook Marketplace,2026-03-25
106,Tina92,Good value for money. Delivery was fast too.,4,positive,Facebook Marketplace,2026-02-23
106,David33,Works as described. Would buy again.,4,positive,Facebook Marketplace,2026-03-04
107,Yuki50,Exceeded my expectations — the quality is outstanding.,5,positive,Shopee,2026-03-28
107,Julia99,Exceeded my expectations — the quality is outstanding.,5,positive,Shopee,2026-03-13
107,David57,"Decent, but I've used better products at this price point.",3,neutral,Shopee,2026-01-22
107,Ben11,This is a game-changer. Will definitely repurchase.,5,positive,Shopee,2026-01-22
107,Wendy65,Complete waste of money. No visible effect whatsoever.,1,negative,Shopee,2026-01-30
107,Xiao57,I've been using it for 3 weeks and the results are amazing.,5,positive,Shopee,2026-01-09
108,Lena22,Really good product overall. Minor packaging issues but the formula is great.,4,positive,JD,2026-04-02
108,Nina34,Works as described. Would buy again.,4,positive,JD,2026-02-02
108,Tina45,Good value for money. Delivery was fast too.,4,positive,JD,2026-03-27
109,Lena79,Works as described. Would buy again.,4,positive,Taobao,2026-04-03
109,Lena68,Really good product overall. Minor packaging issues but the formula is great.,4,positive,Taobao,2026-02-23
109,Kevin76,Good value for money. Delivery was fast too.,4,positive,Taobao,2026-03-11
109,Victor76,Five stars without hesitation. My go-to now.,5,positive,Taobao,2026-03-31
109,Nina38,Five stars without hesitation. My go-to now.,5,positive,Taobao,2026-01-27
109,Alice41,Good value for money. Delivery was fast too.,4,positive,Taobao,2026-04-08
110,Fiona58,Nice texture and smell. Skin feels hydrated all day.,4,positive,Taobao,2026-01-21
110,Oscar98,Best purchase I've made this year. Highly recommend!,5,positive,Taobao,2026-03-14
110,Wendy55,Packaging broke on arrival. Product itself is average.,2,negative,Taobao,2026-02-23
110,Nina62,Nice texture and smell. Skin feels hydrated all day.,4,positive,Taobao,2026-01-12
110,Alice63,Disappointed with this. Caused slight irritation after a week of use.,2,negative,Taobao,2026-01-26
110,Julia41,"Decent, but I've used better products at this price point.",3,neutral,Taobao,2026-03-15
110,Tina79,Good value for money. Delivery was fast too.,4,positive,Taobao,2026-02-15
110,Marcus26,Exceeded my expectations — the quality is outstanding.,5,positive,Taobao,2026-04-04
111,Rosa43,"Decent, but I've used better products at this price point.",3,neutral,Shopee,2026-04-06
111,Victor88,Really good product overall. Minor packaging issues but the formula is great.,4,positive,Shopee,2026-03-05
112,Yuki39,"Happy with the results, though it took a few weeks to notice the difference.",4,positive,Facebook Marketplace,2026-01-22
112,Fiona59,Packaging broke on arrival. Product itself is average.,2,negative,Facebook Marketplace,2026-01-17
112,Ivan24,Absolutely love this product! My skin has never felt better.,5,positive,Facebook Marketplace,2026-01-18
112,Lena87,Really good product overall. Minor packaging issues but the formula is great.,4,positive,Facebook Marketplace,2026-01-31
112,Wendy67,Nice texture and smell. Skin feels hydrated all day.,4,positive,Facebook Marketplace,2026-01-26
112,Sam81,Complete waste of money. No visible effect whatsoever.,1,negative,Facebook Marketplace,2026-02-03
112,Oscar96,Best purchase I've made this year. Highly recommend!,5,positive,Facebook Marketplace,2026-02-06
112,Fiona65,I've been using it for 3 weeks and the results are amazing.,5,positive,Facebook Marketplace,2026-02-02
113,Tina20,Good value for money. Delivery was fast too.,4,positive,Facebook Marketplace,2026-03-11
113,Ivan15,Disappointed with this. Caused slight irritation after a week of use.,2,negative,Facebook Marketplace,2026-01-13
113,Hannah93,Works as described. Would buy again.,4,positive,Facebook Marketplace,2026-03-05
113,Zoe39,Really good product overall. Minor packaging issues but the formula is great.,4,positive,Facebook Marketplace,2026-01-16
113,Zoe35,I've been using it for 3 weeks and the results are amazing.,5,positive,Facebook Marketplace,2026-03-27
113,Victor97,Disappointed with this. Caused slight irritation after a week of use.,2,negative,Facebook Marketplace,2026-03-20
114,Ben44,Best purchase I've made this year. Highly recommend!,5,positive,Temu,2026-03-25
114,Clara17,Works as described. Would buy again.,4,positive,Temu,2026-03-28
114,Alice58,Nice texture and smell. Skin feels hydrated all day.,4,positive,Temu,2026-03-06
115,Lena79,It's okay. Not as impressive as I hoped but does the job.,3,neutral,Shopee,2026-03-26
115,David19,I've been using it for 3 weeks and the results are amazing.,5,positive,Shopee,2026-03-06
115,Clara40,This is a game-changer. Will definitely repurchase.,5,positive,Shopee,2026-02-19
115,Victor63,Really good product overall. Minor packaging issues but the formula is great.,4,positive,Shopee,2026-04-01
115,Julia28,Really good product overall. Minor packaging issues but the formula is great.,4,positive,Shopee,2026-02-19
115,Lena52,It did what it promised but I expected more.,3,neutral,Shopee,2026-04-02
115,Julia89,Really good product overall. Minor packaging issues but the formula is great.,4,positive,Shopee,2026-01-29
115,Julia29,Good value for money. Delivery was fast too.,4,positive,Shopee,2026-01-12
116,Kevin53,I've been using it for 3 weeks and the results are amazing.,5,positive,JD,2026-03-27
116,Xiao15,It's okay. Not as impressive as I hoped but does the job.,3,neutral,JD,2026-02-23
116,Nina90,Packaging broke on arrival. Product itself is average.,2,negative,JD,2026-03-05
116,Priya99,This is a game-changer. Will definitely repurchase.,5,positive,JD,2026-02-01
116,Sam75,It's okay. Not as impressive as I hoped but does the job.,3,neutral,JD,2026-01-28
116,Sam85,The formula feels too heavy for daily use.,2,negative,JD,2026-04-05
116,Marcus51,It did what it promised but I expected more.,3,neutral,JD,2026-01-31
116,Sam45,Really good product overall. Minor packaging issues but the formula is great.,4,positive,JD,2026-02-07
117,Rosa94,Five stars without hesitation. My go-to now.,5,positive,Facebook Marketplace,2026-01-13
117,Uma11,Did not work as advertised for my skin type.,2,negative,Facebook Marketplace,2026-01-26
117,Hannah96,"Happy with the results, though it took a few weeks to notice the difference.",4,positive,Facebook Marketplace,2026-02-11
117,Priya33,Nice texture and smell. Skin feels hydrated all day.,4,positive,Facebook Marketplace,2026-02-14
117,Uma21,I've been using it for 3 weeks and the results are amazing.,5,positive,Facebook Marketplace,2026-02-05
118,Hannah83,"Happy with the results, though it took a few weeks to notice the difference.",4,positive,Shopee,2026-03-18
118,Uma24,I've been using it for 3 weeks and the results are amazing.,5,positive,Shopee,2026-03-28
118,Tina79,Really good product overall. Minor packaging issues but the formula is great.,4,positive,Shopee,2026-01-11
118,Clara52,Neutral experience. Might try a different brand next time.,3,neutral,Shopee,2026-03-20
118,Ben76,This is a game-changer. Will definitely repurchase.,5,positive,Shopee,2026-02-24
119,Hannah83,Absolutely love this product! My skin has never felt better.,5,positive,Temu,2026-02-28
119,Oscar57,It did what it promised but I expected more.,3,neutral,Temu,2026-03-22
119,Julia52,This is a game-changer. Will definitely repurchase.,5,positive,Temu,2026-03-30
119,David81,Complete waste of money. No visible effect whatsoever.,1,negative,Temu,2026-02-04
119,Priya85,Did not work as advertised for my skin type.,2,negative,Temu,2026-01-19
119,Tina70,I've been using it for 3 weeks and the results are amazing.,5,positive,Temu,2026-03-22
119,Ben73,Neutral experience. Might try a different brand next time.,3,neutral,Temu,2026-03-02
119,Kevin29,Really good product overall. Minor packaging issues but the formula is great.,4,positive,Temu,2026-02-19
120,Sam23,This is a game-changer. Will definitely repurchase.,5,positive,JD,2026-03-16
120,Yuki59,Works as described. Would buy again.,4,positive,JD,2026-03-23
120,Sam87,Neutral experience. Might try a different brand next time.,3,neutral,JD,2026-03-28
120,Priya36,Average product. Works fine but nothing special.,3,neutral,JD,2026-01-09
120,George21,"Decent, but I've used better products at this price point.",3,neutral,JD,2026-01-27
121,Wendy17,Works as described. Would buy again.,4,positive,Shopee,2026-01-21
121,Ivan34,Would not recommend to someone with sensitive skin.,2,negative,Shopee,2026-01-11
121,Victor50,"Happy with the results, though it took a few weeks to notice the difference.",4,positive,Shopee,2026-03-25
122,Zoe44,It's okay. Not as impressive as I hoped but does the job.,3,neutral,Facebook Marketplace,2026-03-15
122,Ivan37,It did what it promised but I expected more.,3,neutral,Facebook Marketplace,2026-02-11
122,David76,Five stars without hesitation. My go-to now.,5,positive,Facebook Marketplace,2026-03-30
122,Emma69,I've been using it for 3 weeks and the results are amazing.,5,positive,Facebook Marketplace,2026-02-19
122,Marcus94,Good value for money. Delivery was fast too.,4,positive,Facebook Marketplace,2026-01-13
122,David90,Works as described. Would buy again.,4,positive,Facebook Marketplace,2026-01-10
122,Priya52,Best purchase I've made this year. Highly recommend!,5,positive,Facebook Marketplace,2026-04-01
123,Julia96,It did what it promised but I expected more.,3,neutral,Shopee,2026-03-26
123,Clara54,Nice texture and smell. Skin feels hydrated all day.,4,positive,Shopee,2026-04-04
123,Sam13,Average product. Works fine but nothing special.,3,neutral,Shopee,2026-03-27
123,Hannah57,Best purchase I've made this year. Highly recommend!,5,positive,Shopee,2026-02-21
123,Alice88,Good value for money. Delivery was fast too.,4,positive,Shopee,2026-02-28
